question	answer
"Вопрос 10: В пьесе Маяковского ""Клоп"" один из участников свадьбы подозревается в
сочувствии к буржуазии за то, что, якобы, использует в своей работе
только ПЕРВЫЕ. Самоучка Ирвинг Берлин лишь к середине жизни научился в
полной мере использовать ВТОРЫЕ, но утверждал с иронией, что ПЕРВЫЕ —
""для людей образованных"". Назовите ПЕРВЫЕ и ВТОРЫЕ.        "	Ответ: Белые и черные клавиши (рояля).    
"Вопрос 1: Если его конец направлен у вас вверх, вы человек темпераментный и
энергичный, если его конец направлен вниз, вы пассивный и неуверенный в
себе пессимист. Если он у вас длинный, вы человек несуетный, дотошный и
занудный, если короткий, вы нетерпеливы и поверхностны. Изобразите его.        "	Ответ: Ответом является автограф (подпись) любого из членов команды.    
"Вопрос 2: Персонаж фильма Серджио Леоне ""Однажды на диком Западе"", главарь банды,
заявляет члену группировки, что он не может доверять человеку, который
не доверяет собственным штанам, а потом убивает его. Он делает это тремя
выстрелами. В какие два предмета он стреляет?        "	Ответ: Подтяжки и пряжка ремня.    
"Вопрос 3: Морфиус: ""Выберешь красную, — ... и я покажу тебе, как глубоко ведет эта
кроличья нора"". Ответьте тремя словами, что по сценарию появляется на
лице Морфиуса после того, как Нео глотает красную пилюлю?        "	Ответ: Улыбка Чеширского кота.    
"Вопрос 4: Инквизитор Эдгар, персонаж фантастической трилогии Сергея Лукьяненко,
после телефонной беседы с непонятливым тамбовским коллегой с досадой
изрекает: ""В Тамбове у нас очень (два слова пропущено)"". Пропущенное
словосочетание намекает и на несообразительность работников тамбовской
Инквизиции, и на их малочисленность. Напишите это словосочетание.        "	Ответ: Ограниченный контингент.    
"Вопрос 5: Одну из психических травм, ведущих к появлению детских неврозов,
психоаналитики называют детронированием. Чье появление ведет к такой
травме, если у персонажа детской песенки 1980-х годов этой травмы явно
не было?        "	Ответ: Младшего брата или сестры.    
"Вопрос 7: После такого мрачного вопроса надо спросить что-нибудь повеселее.
Солнце, воздух и вода — наши лучшие друзья. Может быть, именно поэтому
туземцы из племени тонга, живущие вблизи водопада Виктория, рекомендуют
для улучшения здоровья хотя бы пару минут постоять под... Под чем?        "	Ответ: Под радугами (которые постоянно висят над водопадом).    
"Вопрос 8: В англо-русском словаре после названия одного из западноафриканских
государств идет слово со значением ""младший сын, любимый ребенок,
баловень"". По своему происхождению это ставшее нарицательным имя
собственное. Назовите это имя.        "	Ответ: Бенджамин.    
"Вопрос 9: Рекламный слоган одного тарифа компании МТС советует никогда не говорить
""перезвони"". Назовите стоимость минуты исходящего звонка по этому тарифу
в долларах?        "	Ответ: 0,07.    
"Вопрос 10: Виссарион Белинский писал о Гончарове: ""Он приехал в деревню БЕЛОЙ
ВОРОНОЙ; нравственная жизнь была в нем совершенно парализована; самая
наружность его сильно изменилась, мать едва узнала его"". ""БЕЛОЙ ВОРОНОЙ""
мы заменили слова, которые стали названием произведения другого русского
писателя. Назовите это произведение        "	Ответ: Живой труп.    
"Вопрос 1: После поражения Китая в войне 1894 года философ Янь Фу перевел на
китайский известную книгу. Основываясь на идеях книги, он доказывал, что
Китай нуждается в переменах, в противном случае он погибнет в борьбе с
передовыми державами. Назовите автора этой книги.        "	Ответ: [Чарльз Роберт] Дарвин.    
"Вопрос 2: Персонаж Курта Воннегута, шофер лимузина, предлагал вручать ЭТО
президенту США, чтобы тот не забывал о своей незначительной роли в
управлении страной. ЭТО, продающееся в Интернет-магазине Bolero,
изготовлено из разноцветной пластмассы и имеет присоску. Назовите ЭТО
двумя словами.        "	Ответ: Игрушечный руль.    
"Вопрос 3: В Японии существует три основных способа ЭТОГО. Японцы называют ЭТО
словом ""ромадзи"" (в дословном переводе ""римский знак""). Мало кто знает,
что существует официальный способ ЭТОГО, закрепленный ГОСТами. Но ГОСТы
знакомы не всем, и кто-то использует, например, четвертую вместо
сочетания третьей и восьмой. Назовите эту четвертую.        "	Ответ: 4.    
"Вопрос 4: На совместном гербе Сигизмунда Малатесты и его жены Изотты присутствует
широко распространенное ныне изображение. Воспроизведите его.        "	Ответ: $.    
"Вопрос 5: Однажды на уроке химии автору вопроса удалось из ""гидроксоалюмината""
получить ""аминокислоту"", что его очень обрадовало. А вот получить из
него же самый обычный ""гидроксид"" не удалось. Чего для это не хватило?        "	"Ответ: Второй буквы ""Д"".    "
"Вопрос 6: Героиня романа Жоржи АмАду выделяется своими ярко-зелеными, необычными
для мулатки глазами. Наверно, неслучайно она носит то же имя, что и
более известная героиня более известного романа. Как же ее зовут?        "	Ответ: Эсмеральда.    
Вопрос 8: Дуплет. Два вопроса, по 30 секунд обсуждения каждый.	"    2. Персонаж Вадима Шефнера дал двум своим детям, мальчику и девочке,
имена, образованные от лозунгов ""Даешь улучшенный бетон!"" и ""Смело
овладевайте современной научной агротехникой!"". Напишите эти два имени
абсолютно точно.        "
"Вопрос 9: На реверсе современной греческой монеты изображена ОНА, а на аверсе —
ОНА вместе с НИМ. Назовите ЕЕ и ЕГО.        "	Ответ: Европа, бык.    
"Вопрос 1: Автор статьи о дебютном поединке команды ""Ростов"" с сожалением писал,
что ""Торпедо"" раскатало ""Ростов"". Последние два слова названия статьи —
""в горле"". Напишите первые три.        "	Ответ: Первый блин комом.    
"Вопрос 2: Римлянин Валерий Максим, говоря о вере кельтов в бессмертие души,
выразился следующим образом: ""Я бы назвал их безумными, если бы эти
одетые в РУБАХИ варвары не верили в то же самое, во что верил грек
ПЛАТОН"". Какие слова мы заменили на ""РУБАХИ"" и ""ПЛАТОН""?        "	Ответ: Штаны, Пифагор.    
"Вопрос 3: В годы Гражданской войны в Китае экономика страны находилась в плачевном
состоянии. Писательница Юнг Чанг рассказывает, что в определенные дни ее
отчим вынужден был нанимать рикшу, чтобы тот провожал ее в школу. Что
должен был нести рикша в эти дни?        "	Ответ: Плату за учебу.    
"Вопрос 4: ""Вершина Австралии"" получила свое имя в честь европейца, родившегося в
1809 г. Назовите фамилию этого европейца.        "	Ответ: Дарвин.    
"Вопрос 5: Комментируя итоги президентских выборов 2004 года в США, итальянская
газета назвала их победой сельской, консервативной Америки — ""Америки X""
— над современной Америкой больших городов — ""Америкой Y"". В
итальянском, как и в русском, слова X и Y состоят из пяти букв и
отличаются только первой буквой. Назовите X и Y.        "	Ответ: Ретро и метро.    
"Вопрос 6: Профессор Эндрю Гоу пишет, что с середины XIV до середины XVIII века в
Европе было арестовано около 110 тысяч ведьм. От 75 до 80 процентов
ведьм были ИМИ. В Скандинавии же среди ведьм ИХ было меньше 50%. Из 19
осужденных в ходе Салемской охоты на ведьм 13 были ИМИ. Назовите ИХ.        "	Ответ: Женщины.    
"Вопрос 8: В ""Книге о вкусной и здоровой жизни"" есть два рецепта бутербродов.
Первый бутерброд называется ""Отечество"". Он делается из черного хлеба,
маргарина, кружка соленого огурца, куска селедки и т.д. Второй рецепт
отличается только используемой для него селедкой. Возможно, так
бутерброд получается несколько приятнее. Какое название из двух слов
носит второй бутерброд?        "	"Ответ: ""Дым отечества"".    "
"Вопрос 9: Рассказывают, что в Германии во время выступления дрессированных
медведей вовремя не закрыли ворота цирка, и один из зверей на мотоцикле
выехал на улицы города. Догнали косолапого только на перекрестке у
светофора. На следующий день в цирк пришли представители полиции. С
какой целью?        "	Ответ: Вручить медведю права (на вождение мотоцикла).    
"Вопрос 1: На вступительном экзамене в экономико-математическую школу при МГУ в
1972 году поступающим было предложено написать любое известное им слово
на максимально возможном количестве языков. Один находчивый абитуриент,
зная всего лишь два языка, русский и английский, воспользовался
своеобразной шпаргалкой, обнаружив ее в своем кармане. На скольких
языках он в итоге сумел написать одно существительное?        "	Ответ: 16.    
"Вопрос 2: В 1974 году ЕГО поймали на территории СССР — на острове Ратманова, — и
его чучело с тех пор хранится в Зоологическом музее. ОН стал названием в
том числе и книжного магазина, в рекламном слогане которого упомянут
крупный калибр. Назовите ЕГО.        "	Ответ: Колибри.    
"Вопрос 4: Газета ""Аргументы и факты"" утверждает, что когда продукция ПЕРВЫХ была
дефицитом, ВТОРОЙ был один на всех. Известный ПЕРВЫЙ собирал ВТОРЫЕ. А
фильм ""ВТОРОЙ"" старше фильма ""ПЕРВЫЙ"" на 14 лет. Назовите ВТОРОЙ двумя
словами.        "	Ответ: Запах женщины.    
"Вопрос 5: Добавляя одну букву к названию стиля рок-музыки, представители которого
работают с традиционными классическими формами, ленинградские рокеры
середины 80-х годов получали название для, так сказать, направления, в
котором играла санкционированная властями группа ""Земляне"".
Воспроизведите это название.        "	Ответ: Парт-рок.    
"Вопрос 7: В заметке журнала ""СПб Собака Ру"" речь идет о том, что некая пьеса
ставится двумя разными театрами одновременно. Воспроизведите название
этой заметки, состоящее из четырех слов.        "	"Ответ: ""Фигаро здесь, Фигаро там"".    "
"Вопрос 8: В ""Записках городского невротика"" Вуди Аллен упоминает о писателе
Ловберге. Урожденный Lövberg (через ""o"" с умляутом), он в зрелые
годы снял точки над ""o"". Во что они у него превратились?        "	Ответ: В очки.    
"Вопрос 10: Владимир Набоков считал, что ""Пастернак сильно выигрывает при переводе"".
Гор Видал как-то сказал то же самое про Курта Воннегута. А Дмитрий
Панайотти заметил, что Ивлин Во в переводе, наоборот, очень многое
теряет — а именно, 60%... Чего?        "	Ответ: Фамилии.    
"Вопрос 2: Ирэн Фрэн завершает жизнеописание Клеопатры так: ""За окном, выходящим на
море, меркнет свет Солнца"". Какое слово мы заменили словом ""Солнце""?        "	Ответ: Маяк.    
"Вопрос 3: По словам Сергея Панкратова, Сигизмунд Леваневский возил эту женщину в
СССР лечить артрит. Возможно, именно наличием артрита поясняется ее
позиция. Назовите эту женщину.        "	Ответ: [Долорес] Ибаррури.    
"Вопрос 4: В романе Сэнсона описывается, как с острова Мадейры в Лондонский порт
привезли большое количество клеток с говорящими попугаями, крики которых
были слышны на весь порт. Каким устойчивым словосочетанием из двух слов
один из моряков назвал скопление клеток этих попугаев?        "	Ответ: Вавилонская башня.    
"Вопрос 5: Андрей Вознесенский пишет, что на российских часах висят две гири, имея
в виду двух других поэтов. Назовите этих поэтов.        "	Ответ: [Сергей Александрович] Есенин и [Марина Ивановна] Цветаева.    
"Вопрос 6: Можно сказать, что добрый Хрущев ТАК предоставлял советскую нефть
странам СЭВ. Согласно каламбуру автора вопроса, с начала 60-х СССР стал
предоставлять нефть ТАК. Ответьте двумя словами, как именно?        "	Ответ: По дружбе.    
"Вопрос 7: Все вы, наверное, знаете, что такое одежда от кутюр. А вот в 20-х годах
прошлого века на Тверской-Ямской находился обувной магазин, в котором
продавалась обувь ""от Бутюр"" — на каждой подошве стоял штамп ""Бутюр"".
Назовите абсолютно точно, где находилась фабрика, чья продукция там
продавалась?        "	Ответ: БУТырская ТЮРьма.    
"Вопрос 8: Герой Харуки Мураками переспал с женщиной, которую считает своей
матерью. Вспоминая эту сцену, он говорит: ""Тяжелые вздохи комнаты,
мелкая дрожь оконных стекол. Вот что было у меня за спиной вместо"" НЕГО.
Назовите ЕГО словом из трех букв.        "	Ответ: Хор.    
"Вопрос 9: Известную триаду — дети, кухня, церковь — Виорель Ломов называет
немецким ИМ. ОН появился в 1865 году. Назовите ЕГО.        "	Ответ: Ку-клукс-клан.    
"Вопрос 10: Ровесник революции, он недавно вернулся на родину после длительного
отсутствия. Некогда его охотно принимали в богемных кругах. Его влияния
не избежали крупнейшие мастера слова и кисти. В России он не был оценен
по достоинству, даже почитателями горького. Есть мнение, что его
осуждение было инспирировано определенными кругами, действовавшими в
интересах как белых, так и красных. Назовите его.        "	Ответ: Абсент.    
"Вопрос 1: ""Неандерталец нашим предком не был. Когда нас спрашивают о предках, мы
всегда должны указывать на греков"". Назовите фильм 30-х годов, который,
по мнению журнала ""Огонек"", был иллюстрацией этих слов, сказанных одним
из его героев.        "	"Ответ: ""Олимпия"".    "
"Вопрос 4: Одна из книг Александра Гениса посвящена кулинарным путешествиям. Какой
сказочный герой фигурирует в названии этой книги?        "	Ответ: Колобок.    
"Вопрос 5: Среди прочего он открыл довольно крупный остров, названный им Сегальен,
и пролив, омывающий этот остров с юга. Назовите этого мореплавателя.        "	Ответ: [Жан Франсуа де Гало] Лаперуз.    
"Вопрос 6: По одной из версий, знаменитое разделение произошло из-за того, что
ВТОРЫЕ краски были дороже ПЕРВЫХ. А специальный тест, разработанный
недавно британскими учеными, носит название ""ПЕРВЫЙ или ВТОРОЙ"" и
позволяет определить... Ответьте максимально точно, что именно?        "	Ответ: Пол будущего ребенка.    
"Вопрос 7: Николай Тургенев, брат писателя, некоторое время жил в Сорренто и,
несмотря на НЕЕ, часто поднимался на Этну. Местные жители были в ужасе.
Назовите ЕЕ.        "	Ответ: Хромота.    
"Вопрос 8: В одном из романов Роберта Хайнлайна упоминается бренди, ""настолько
королевский, что, может быть, у него даже есть"" ОНА. Одно из первых ЕЕ
упоминаний содержится в Талмуде, где разрешается при определенных
условиях не делать ребенку обрезание. Назовите ЕЕ.        "	Ответ: Гемофилия.    
"Вопрос 9: По мнению Спинозы, между человеком и Богом так же мало общего, как между
собакой и ЭТИМ. Одна из составных частей ЭТОГО имеет параметр с
отрицательным значением. Назовите эту составную часть.        "	Ответ: Сириус.    
"Вопрос 1: ЕГО означает кеннинг ""податель пива"". Группа воинов включила ЕГО в
тройку, но поставила ЕГО на второе место. А кого они поставили на первое
место?        "	Ответ: Красавицу.    
"Вопрос 2: Сергей Минаев пишет, что для социальной идентификации в наше время
используются брэнды, так что, увидев человека, достаточно просканировать
его взглядом и считать ЭТО. Назовите ЭТО словом с удвоенной согласной.        "	Ответ: Дресс-код.    
"Вопрос 3: Первый вариант конной статуи испанского короля Филиппа IV не понравился
Филиппу: лицо сидящего на лошади человека было мало похоже на лицо
самого короля. В результате, ИКС шесть месяцев провел в подвале
королевского дворца. Назовите автора, написавшего в 1865 году роман о
ИКСЕ.        "	Ответ: Майн Рид.    
"Вопрос 4: Книга стихов и палиндромов Бориса Гринберга называется ""ВИРТУОЗ РЕШКИ"".
Какие слова мы заменили на ""ВИРТУОЗ"" и ""РЕШКА""?        "	Ответ: Ас, реверс.    
"Вопрос 5: Числом зверя считается число 666. Однако недавно выяснилось, что на
самом деле в самом старом сохранившемся тексте ""Апокалипсиса"" фигурирует
число 616. Рассказывая об этом, автор одной книги приводит длинное
греческое слово, которое, по его словам, публикуется впервые. Что
означает это слово?        "	Ответ: Боязнь числа 616.    
"Вопрос 6: В книге ""Дао цвета"" можно прочесть, что в Соединенных Штатах в 1924 году
было израсходовано 3000 миль ЕЕ. При оглашении ответа я покажу, как
именно ОНА расходуется. Назовите ЕЕ.        "	Ответ: Губная помада.    
"Вопрос 8: В книге ""Кофе — аромат дома"" рассказывается о знаменитых людях, любивших
кофе. В частности, там сообщается, что этот автор при написании своей
""Комедии"" выпил не менее 15 тысяч чашек кофе. Назовите этого автора.        "	Ответ: Бальзак.    
"Вопрос 9: Изображенный на обложке книги стихов Эльдара Рязанова ОН ясно показывает
отсутствие ЕЕ. О ЕЕ отсутствии говорит и название этой книги. Назовите
ЕГО.        "	Ответ: Барометр.    
"Вопрос 10: Андре Моруа пишет, что о голландских партизанах в годы Сопротивления
нельзя было сказать ""они ушли в лес"", потому что в этой стране просто
нет лесов, поэтому говорили, что партизаны ТАМ. ТАМ же в 1902 году
оказался, среди прочих, Актер. Какие два слова мы заменили на ""ТАМ""?        "	Ответ: На дне.    
"Вопрос 1: Най-Эква — богиня огня в мифологии манси — отличается от человека тем,
что ИХ у нее семь. Тибетцы полагают, что у дьявола ОН зеленый, поэтому
при встрече считают нужным доказать, что сами не являются дьяволами. Что
они для этого делают?        "	Ответ: Показывают язык.    
"Вопрос 3: Лопата — неприятная для спортсменов ситуация, привести к которой может,
например, попутный ветер. Какое слово мы заменили словом ""лопата""?        "	Ответ: Заступ.    
"Вопрос 4: В России ими славились Камышин, Моздок и Урюпинск, но наиболее известным
их поставщиком был и остается другой российский город. А узбеки сложили
о них загадку: ""Полная печь маленьких лепешек"". Отгадайте эту загадку.        "	Ответ: Арбуз.    
"Вопрос 5: ""Ветер качает тростинку. Мы обламываем ее. Она лежит на воде и не тонет.
Посади лягушку — выдержит"". Какое короткое имя является заглавием
произведения, начало которого вы только что прослушали?        "	Ответ: Ра.    
"Вопрос 6: В арабском языке у этого явления есть образное название ""дочь гор"".
Греки же при этом вспоминали неразделенную любовь. К кому?        "	Ответ: К Нарциссу.    
"Вопрос 8: Для одного арабского шейха ЕЕ приодели и поставили на колени. Назовите
марку изделия, приобретенного шейхом вместе с НЕЙ.        "	Ответ: Роллс-Ройс.    
"Вопрос 9: И Тертуллиан, и Иосиф Флавий пишут, что на территории Иудеи существовал
ОН, окрашивавшийся в розовый цвет примерно раз в месяц. Назовите ЕГО
двумя словами.        "	Ответ: Соляной столп.    
"Вопрос 2: В одном научно-популярном фильме утверждается, что большинство природных
спиралей — например, раковины моллюсков или спиральные галактики — по
форме практически идентичны друг другу. Создатели фильма назвали эти
спирали ИКСОМ Творца вселенной. В рекламе легкой и гибкой обуви на следе
от ботинка видны ИКСЫ. Назовите ИКС двумя словами.        "	Ответ: Отпечаток пальца.    
"Вопрос 3: В последние годы жизни Пабло Пикассо обычно звал свою жену Жаклин прийти
к нему одной и той же фразой: ""Ты здесь, Жаклин?"". Однако Жаклин,
услышав эту фразу, часто вместо кабинета Пикассо заходила в другую
комнату. А виноват в этом был ОН. Назовите ЕГО.        "	Ответ: Попугай.    
"Вопрос 4: В тренировках сумоистов часто принимают участие десятки борцов. Одно из
упражнений, которое называется ""мукАдэ"", выглядит так. Борцы встают друг
за другом, берутся за повязки впередистоящих и, полуприседая, движутся
друг за другом. Слово ""мукАдэ"" на русский язык переводится словом,
которое образовано от числа. Назовите это число.        "	Ответ: Сорок.    
"Вопрос 5: В книге об Италии Генри Мортон пишет, что двадцатидевятилетний творец
вызывал у людей такую зависть, что в первую же ночь в его ИКСА полетели
камни. Назовите имя ИКСА.        "	Ответ: Давид.    
"Вопрос 6: 20 апреля 1942 года Чарльз Моррис с ЕГО помощью передал авоську с сырыми
яйцами Игорю. Назовите ЕГО либо словом, составленным из двух греческих
корней, либо словом, составленным из двух русских корней.        "	Ответ: Вертолет или геликоптер.    
"Вопрос 9: При разложении многочлена иногда используется такой метод: какое-либо
выражение сначала прибавляют, а затем вычитают. Согласно одной
математической энциклопедии, этот метод носит имя заглавного персонажа
классического произведения; вероятно, из-за его знаменитой реплики.
Назовите это произведение.        "	"Ответ: ""Тарас Бульба"".    "
"Вопрос 10: В одном описании Уильям Фолкнер упоминает маленькие надгробные камни,
подобранные один к одному и аккуратно зазубренные, среди которых
медленным внутренним огнем светился ОН. Назовите ЕГО двумя словами,
начинающимися на одну и ту же букву.        "	Ответ: Золотой зуб.    
"Вопрос 2: В 90-е годы в Брянской области своего производства практически не было.
И в диктантах местные школьники писали это слово через два ""а"". Назовите
это слово.        "	Ответ: Молоко.    
"Вопрос 3: В одной из телепередач ""Сто к одному"" был задан вопрос, на который среди
прочих были получены ответы: ""гений"" и ""город"". Еще один ответ состоял
из двух слов, которые начинаются на одну и ту же букву. Воспроизведите
эти два слова.        "	Ответ: Сукин сын.    
"Вопрос 4: Как заметила одна дама, ""превращение профессии из мужской в женскую —
верный признак того, что профессия себя изживает"". А в произведении 1967
года представительница приведенной в качестве примера профессии в
какой-то момент стала... Кем?        "	Ответ: Мадонной.    
"Вопрос 7: Рассказывая о первоначальном смысле ставшего, к сожалению, популярным в
последние 10-15 лет слова, Ирина Левонтина говорит о снятии налета с
масла перед его продажей. О каком слове идет речь?        "	Ответ: Зачистка.    
"Вопрос 8: Команде Яшина и Метревели редко удавалось достойно противостоять сборной
Бразилии. Возможно, это стало одной из причин появления шуточного
выражения ""КайдАдо КОин КреОло Пеле"" (""Осторожно с креолом Пеле""). О чем
так говорили бразильцы?        "	Ответ: Об аббревиатуре СССР.    
"Вопрос 9: Рекламный плакат в московском метро предлагал попрощаться с НЕЙ.
Неправильно поняв текст, можно было подумать, что это реклама
подгузников. Назовите ЕЕ.        "	Ответ: МокрОта.    
Вопрос 10: 	    Блекнет конус фонарный, и шумит за версту
Вопрос 1: Редакторы пакета приветствуют участников турнира и желают им удачи.	    
"Вопрос 1: На сайте, посвященном бодибилдингу, среди пословиц и поговорок, есть и
такая: ""ИКС — разминочный"". Назовите ИКС двумя словами.        "	Ответ: Первый блин.    
"Вопрос 2: В Википедии есть статья о первых полетах космонавтов различных стран
мира. Представители какой страны упомянуты там в связи с полетом 17
марта 1992 года на корабле Союз ТМ-14 ?        "	"Ответ: Россия. Незачет: Германия, ФРГ (летел только один немецкий космонавт, а
в вопросе — множественное число).    "
"Вопрос 3: В иске Бориса Березовского к Всероссийскому комитету по телевидению и
радиовещанию, который рассматривается лондонским судом, довольно много
неясностей. Статья об этом в ""Московском комсомольце"" была озаглавлена
""Самый ТАКОЙ суд в мире"". Какой такой?        "	Ответ: Туманный.    
"Вопрос 4: Несмотря на количество жертв, многие боливийские крестьяне считают Че
Гевару своим спасителем. Кстати, в сообществе ""эд_фэйк"" был опубликован
довольно размытый, но все же узнаваемый портрет Че Гевары. Назовите
топоним, от которого образовано неоднократно упомянутое в комментариях
прилагательное.        "	Ответ: Турин.    
"Вопрос 6: Отвечая на заданный в игре ""Кто хочет стать миллионером"" первый вопрос
""Что может появиться у вас после драки?"", игрок без тени сомнения выбрал
вариант C. Назовите варианты A, B и D в правильном порядке.        "	Ответ: Ночь, улица, аптека.    
"Вопрос 7: В 1573 году в Париж прибыло польское посольство. Послы были направлены к
Маргарите Наваррской — ведь только она одна из семьи Валуа могла сделать
послам это. Некоторые из вас сделали это несколько минут назад.
Ответьте, что мы заменили на ""сделать это"".        "	Ответ: Ответить на латыни.    
"Вопрос 8: Один из одноклассников Владимира Ильича Ленина подписывал свои стихи
""Аполлон Коринфский"". Назовите его настоящие имя и фамилию.        "	Ответ: Аполлон Коринфский.    
"Вопрос 9: Писатель Владимир Соловьев отмечает, что ""Давид"" Микеланджело скорее
атлет, чем царь иудеев. К тому же скульптор изобразил его ТАКИМ.
Картина, на которой Христос перестает быть ТАКИМ, называется ""Первое
страдание Иисуса"". Каким ТАКИМ?        "	Ответ: Необрезанным.    
"Вопрос 1: Самая старая из сохранившихся книг на немецком языке называется по ИКСУ
— ""Аброганс"". Согласно тексту детской песенки, ИКС — это ""мама"".
Назовите ИКС.        "	Ответ: Первое слово.    
"Вопрос 2: Эти персонажи не преуспели в деле, за которое взялись. Однако на одной
карикатуре два персонажа, очевидно, отмечают успешное выполнение работы,
пьют пиво и закусывают. Назовите этих двух персонажей.        "	Ответ: Лебедь, щука.    
"Вопрос 3: По сведениям, сообщаемым Геродотом, прорицатель Деифон использовал
определенным образом знаменитого прорицателя Евения. А кого таким
образом использовали, согласно знаменитому роману, несколько десятков
человек?        "	Ответ: Лейтенанта Шмидта.    
Вопрос 4: Заглавный герой классического произведения говорит:	    Луны белее было, а теперь
"Вопрос 5: Когда Гарри Поттер СДЕЛАЛ ЭТО, он испугался, но напрасно. Когда
известный моряк СДЕЛАЛ ЭТО, он тоже испугался, как будто повстречал
привидение или дьявола, и не зря: это повлекло события, приведшие к его
смерти. Какие слова мы заменили словами ""СДЕЛАТЬ ЭТО""?        "	Ответ: Увидеть черного пса.    
"Вопрос 6: В 1930 году Паули выдвинул гипотезу о существовании еще не открытой
частицы, чрезвычайно слабо взаимодействующей с веществом, и предложил
для нее название. В 1933 году Паули вновь озвучил свою гипотезу и
предложил другое название, которые и было принято. Воспроизведите первое
предложенное Паули название.        "	Ответ: Нейтрон.    
"Вопрос 7: Цитата из шуточного текста Леонида Каганова: ""Смиренно стерпев
оскорбление, я <...> к мобиле, но они уже повесили трубку"". Заполните
пропуск.        "	Ответ: Подставил левую щеку.    
"Вопрос 8: В войсках арабских и берберских племен встречались отряды, составленные
из пар воинов, один из которых имел длинное копье, а другой был вооружен
луком. Разделял же их, как правило, ОН. Как называлась получившая
широкую известность в 1979 году группа, возглавляемая обладателем ЕГО?        "	"Ответ: ""Черная кошка"".    "
